Title,Title_URL,carticlecard_article_eyebrow_URL,carticlecard_article_eyebrow,Description
Managing Slack at scale: deepen impact with new admin tools,https://slack.com/intl/en-gb/blog/transformation/intl-en-gb-new-admin-tools,https://slack.com/intl/en-gb/blog/transformation,Transformation,Introducing new ways to keep your organisation connected and productive
Introducing data residency for Slack,https://slack.com/intl/en-gb/blog/transformation/intl-uk-introducing-data-residency-for-slack,https://slack.com/intl/en-gb/blog/transformation,Transformation,Slack customers are now able to choose which country or region their data is stored in while fulfilling corporate policies and compliance requirements
Introducing Slack Connect: the future of business communication,https://slack.com/intl/en-gb/blog/transformation/slack-connect,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Organisations can now work securely with multiple partners and vendors in Slack, driving stronger relationships and faster results"
"Building stronger, more aligned partnerships with Slack Connect",https://slack.com/intl/en-gb/blog/collaboration/stronger-aligned-partnerships-slack-connect,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Xero, Boldstart Ventures and Segment are bringing multiple organisations together in the same Slack channel to communicate and collaborate"
Three ways to strengthen client relationships with Slack Connect,https://slack.com/intl/en-gb/blog/collaboration/strengthen-client-relationships-slack-channels,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"How Crema, IQ Accountants and Spark 64 are creating more opportunities for collaboration with clients"
New emoji pack to help with your remote work balance,https://slack.com/intl/en-gb/blog/collaboration/new-emoji-pack-to-help-with-your-remote-work-balance,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Sharing more about your WFH reality helps your team to come together
Update on Slack office closures from Slack SVP of People Robby Kwok,https://slack.com/intl/en-gb/blog/news/june-update-on-slack-office-closures-from-slack-svp-of-people-robby-kwok,https://slack.com/intl/en-gb/blog/news,News,
Statement from Slack condemning white supremacy and violence against the Black community,https://slack.com/intl/en-gb/blog/news/intl-en-gb-statement-from-slack-condemning-white-supremacy-and-violence-against-the-black-community,https://slack.com/intl/en-gb/blog/news,News,
Maintain your team’s creative flow with the Adobe Creative Cloud app,https://slack.com/intl/en-gb/blog/collaboration/updates-to-the-adobe-creative-cloud-app-for-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"New updates allow you to share creative assets, preview files and brainstorm with external partners – all within Slack 
"
Supporting business resiliency in Australia and Asia Pacific,https://slack.com/intl/en-gb/blog/news/supporting-business-resiliency-in-australia-and-asia-pacific,https://slack.com/intl/en-gb/blog/news,News,We're dedicated to assisting our growing customer base in APAC throughout the global health crisis and beyond
Chief Product Officer Tamar Yehoshua: How we use Slack at Slack,https://slack.com/intl/en-gb/blog/collaboration/chief-product-officer-tamar-yehoshua-how-we-use-slack-at-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"On her one-year anniversary, Slack's CPO reflects on staying agile in uncertain times, why channel-based messaging is superior to email and much more"
A guided tour of the newest Slack improvements,https://slack.com/intl/en-gb/blog/productivity/a-guided-tour-of-the-newest-slack-improvements,https://slack.com/intl/en-gb/blog/productivity,Productivity,Senior writer Matt Haughey explains what’s new and what’s moved in the latest Slack desktop experience
Four tips for delivering genuine customer success in a digital world,https://slack.com/intl/en-gb/blog/collaboration/delivering-customer-success-in-a-digital-world,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Actionable advice from Gainsight’s CEO and Slack’s Head of Customer Success on meeting customers where they are in the midst of a pandemic 
Five new Workflow Builder templates for remote teams,https://slack.com/intl/en-gb/blog/productivity/intl-en-gb-workflow-builder-templates-remote-teams,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Keep teams productive and connected with these templates for automating processes like daily huddles, requests, approvals and more"
How to work from home while being your best self,https://slack.com/intl/en-gb/blog/productivity/how-to-work-from-home-while-being-your-best-self,https://slack.com/intl/en-gb/blog/productivity,Productivity,Learn six practical ways to help you stay connected – and make a difference – while working remotely
The ultimate guide to remote working team collaboration,https://slack.com/intl/en-gb/blog/collaboration/ultimate-guide-collaboration-in-the-workplace,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Whether you are hosting meetings virtually or in-person, these six communication strategies will help you keep meetings helpful and productive. "
"Introducing a simpler, more organised Slack",https://slack.com/intl/en-gb/blog/productivity/intl-en-gb-simpler-more-organized-slack,https://slack.com/intl/en-gb/blog/productivity,Productivity,We’re releasing a series of improvements that make working in Slack easier for everyone
Taking our annual global sales event fully digital,https://slack.com/intl/en-gb/blog/transformation/intl-en-gb-staging-digital-events-at-slack,https://slack.com/intl/en-gb/blog/transformation,Transformation,"As a leader, keeping your team safe and healthy is paramount. Here's how we reworked a major event at Slack in response to the coronavirus threat"
"How we host meetings, conferences and events remotely",https://slack.com/intl/en-gb/blog/collaboration/intl-en-gb-remote-meetings-and-events-in-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Suddenly found yourself in a virtual working world? Don’t fret! Here’s how you can manage your next all-hands, conference or team meeting digitally "
Lessons from a long-term remote worker,https://slack.com/intl/en-gb/blog/productivity/uk-lessons-from-a-long-term-remote-worker,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Adjusting to telecommuting isn’t always easy, but for Slack senior writer Matt Haughey, working this way is one of his favourite parts of the job"
Helpful how-tos for the transition to remote work,https://slack.com/intl/en-gb/blog/collaboration/intl-en-gb-helpful-how-tos-for-the-transition-to-remote-work,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Our best tips and tricks to make remote working soon feel routine
Business continuity at Slack: keeping our customers up and running during COVID-19,https://slack.com/intl/en-gb/blog/news/business-continuity-at-slack-keeping-our-customers-up-and-running-during-covid-19,https://slack.com/intl/en-gb/blog/news,News,
Introducing Slack’s Australia State of Work report,https://slack.com/intl/en-gb/blog/collaboration/intl-aus-state-of-work-report,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"A new survey of 1,250 Australian knowledge workers on the modern workplace"
Adapting the way that we work when offices need to close,https://slack.com/intl/en-gb/blog/collaboration/business-continuity-at-slack-keeping-our-customers-up-and-running-during-covid-19,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,
Introducing Slack’s UK State of Work report,https://slack.com/intl/en-gb/blog/collaboration/intl-uk-state-of-work-report,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"A new survey of 3,000 UK knowledge workers on the modern workplace"
Building ‘indistractable’ teams with Nir Eyal,https://slack.com/intl/en-gb/blog/productivity/building-indistractable-teams-with-nir-eyal,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Four messages from the bestselling author on what being indistractable means, and how to foster a culture that promotes it"
How to ease growing pains when scaling a business,https://slack.com/intl/en-gb/blog/collaboration/ease-growing-pains-scaling-a-business,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"As your organisation grows in size, make sure that your internal culture scales accordingly with these helpful tips"
BCG’s Nadjia Yousif on investing in our tools and our teams,https://slack.com/intl/en-gb/blog/transformation/bcgs-nadjia-yousif-on-investing-in-our-tools-and-our-teams,https://slack.com/intl/en-gb/blog/transformation,Transformation,How to create a better relationship between your people and your tech
Why shared channels are so cool,https://slack.com/intl/en-gb/blog/news/intl-uk-shared-channels-growth-innovation,https://slack.com/intl/en-gb/blog/news,News,
How our IT team builds on our platform (and yours can too),https://slack.com/intl/en-gb/blog/transformation/how-our-it-team-builds-on-the-slack-platform,https://slack.com/intl/en-gb/blog/transformation,Transformation,"VP of Business Technology, Stephen Franchetti, shows how customising your Slack workspace can improve your employees’ everyday work experience"
Transparency in business: the next wave in company evolution,https://slack.com/intl/en-gb/blog/collaboration/transparency-in-business-company-evolution,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Take it from the experts at Zappos and VSCO – honesty is the best policy, especially when it comes to your company’s long-term health"
Just for admins: tips for managing external access to channels,https://slack.com/intl/en-gb/blog/collaboration/intl-uk-shared-channels-admin-tips,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Connect your teams with agencies, clients and vendors in Slack"
Productivity on the go: Slack helps your work to move with you,https://slack.com/intl/en-gb/blog/news/intl-uk-productivity-on-the-go-slack-helps-your-work-move-with-you,https://slack.com/intl/en-gb/blog/news,News,How Slack is making work more flexible for the 76% of active users working on mobile during the week
Getting work done in channels just got easier,https://slack.com/intl/en-gb/blog/productivity/intl-uk-new-slack-features-invites-message-formatting,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Introducing improvements to formatting text, sending channel invitations and working with external partners in Slack"
Digital transformation in banking and financial services: the new frontier,https://slack.com/intl/en-gb/blog/transformation/digital-transformation-in-banking-and-financial-services-the-new-frontier,https://slack.com/intl/en-gb/blog/transformation,Transformation,Why financial institutions must prepare for a world where customers – and employees – seek competitive digital solutions
Not all daily active users are created equal: work is fuelled by true engagement,https://slack.com/intl/en-gb/blog/news/intl-en-gb-work-is-fuelled-by-true-engagement,https://slack.com/intl/en-gb/blog/news,News,Here’s how we build a platform to handle real engagement – to the tune of 5+ billion actions by our users every week in Slack
Share your enthusiasm: lead a Slack Community chapter,https://slack.com/intl/en-gb/blog/transformation/slack-community-chapter,https://slack.com/intl/en-gb/blog/transformation,Transformation,"We’re inviting motivated Slack developers, administrators and users to lead Slack Community chapters in their neck of the woods"
"Introducing a speedier, more efficient Slack desktop experience",https://slack.com/intl/en-gb/blog/productivity/intl-uk-introducing-a-more-efficient-slack-desktop-experience,https://slack.com/intl/en-gb/blog/productivity,Productivity,Voilà! The newest version of Slack is a whole lot faster – each second saved adds up to more time to get your work done
24 insightful questions for employee engagement surveys,https://slack.com/intl/en-gb/blog/collaboration/employee-engagement-survey-questions,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Want to gauge team motivation and employee satisfaction at work? All you have to do is ask. 
"
